komponenty,ROC_AUC_mean,ROC_AUC_std
2,0.7085711594264144,0.013190341248138036
3,0.7379316888992188,0.0093112055415356
4,0.7525911810485688,0.009857672372811413
5,0.7813753721076553,0.018164757292915626
6,0.7964611505521748,0.01600403355554746
7,0.796109808147397,0.014120030898719979
8,0.7957506332873188,0.013404618990809315
9,0.8067923674498536,0.013624193577984528
10,0.807050225142739,0.013266285650195126
11,0.8090319126333483,0.014347480498371382
